pathway,horizon,n_scenarios,mean_temperature_anomaly_c,p05_temperature_anomaly_c,p95_temperature_anomaly_c,mean_precipitation_change,p05_precipitation_change,p95_precipitation_change,mean_heatwave_days,mean_severity_index
SSP1-2.6,2035,200,1.0524577257969212,0.6353894461733159,1.4661271535134968,-8.855797895567264e-05,-0.10258502088096517,0.10390981891387681,11.068232496298142,0.12319876150043661
SSP1-2.6,2055,200,1.450218087905139,0.9965587770531296,1.8987306207778314,-0.025147229829057833,-0.14177700985056366,0.09031694251474386,15.520615970970768,0.1945239833104832
SSP1-2.6,2075,200,1.5502805578162395,1.0874583018474386,2.015482072902132,-0.030108467328075816,-0.14878645960687636,0.08976198707211734,17.52175828072333,0.2154209239437904
SSP2-4.5,2035,200,1.3505103661723408,0.9030584313196464,1.7984313309823663,-0.0250708772225904,-0.13820600748994877,0.08607880785681096,14.50638447081498,0.18019816334486996
SSP2-4.5,2055,200,2.1501311358820003,1.6274326962541765,2.660004065011704,-0.059998150422117334,-0.19729952539913112,0.07496280294423822,24.506149130902585,0.32286829927235217
SSP2-4.5,2075,200,2.8499131451412607,2.2723147697732773,3.4280629318616462,-0.095026819951641,-0.25130227343959716,0.06248350438234125,33.02787093847985,0.45123891595765203
SSP5-8.5,2035,200,1.5998469280380438,1.126054273654504,2.0669181873167677,-0.04017989718033636,-0.16139232464836958,0.08010832516235183,18.005412194443675,0.22853656877507472
SSP5-8.5,2055,200,2.798037159872696,2.228199612465296,3.3729038818486954,-0.09996306852243679,-0.255612143411381,0.05598920912084255,33.48189258168415,0.4512501299692024
SSP5-8.5,2075,200,4.1492964315451415,3.459010791881983,4.847059956542257,-0.15770408378261805,-0.3532697829946999,0.03471227242127859,50.98852052250791,0.6946221061639379
